Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1546,Afonso Moreira,pt POR,FW,Lyon,fr Ligue 1,20.0,2005,15,6,655,7.3,2,4,6,2,0,0,2,0,1.0,1.0,3.2,4.1,0.82,0.57,30,16,99,17,7,41.2,2.34,0.96,0.12,0.29,18.8,0,0,0,1.0,1.0,0.06,+1.0,+1.0,169,235,71.9,2810,736,4,3.2,3.3,+0.8,15,2,15,7,16,213,20,2,1,0,55,5,13,13,0,0,169,12,9,6,3,3,12,75.0,3,5,0,5,4,16,10,0,31,4.26,21,4,3,1,2,0,6,0.82,333,4,40,98,205,33,333,28,9,32.1,16,57.1,223,1480,784,30,18,8,20,14,238,99,2,0,0,8,17,3,55,4,9,0,0,0,35,1,10,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Diego Moreira,be BEL,"DF,FW",Strasbourg,fr Ligue 1,21.0,2004,16,14,1218,13.5,1,2,3,1,0,0,3,0,0.8,0.8,4.1,4.9,0.22,0.36,43,60,130,11,3,27.3,0.81,0.22,0.09,0.33,20.2,1,0,0,0.8,0.8,0.07,+0.2,+0.2,538,692,77.7,8148,2237,2,4.1,2.7,-2.1,21,26,32,10,60,636,55,10,1,1,62,44,0,0,0,0,538,26,14,14,5,7,29,58.6,12,14,4,10,12,38,22,0,39,2.88,34,0,3,1,1,0,6,0.44,844,40,181,377,298,33,844,39,14,35.9,25,64.1,530,2667,1408,43,24,12,23,12,603,130,3,0,0,8,12,6,62,12,14,0,0,0,59,9,11,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Alberto Moreno,es ESP,DF,Como,it Serie A,33.0,1992,6,6,498,5.5,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.2,0.18,0.21,12,18,19,6,3,50.0,1.08,0.54,0.17,0.33,19.1,0,0,0,0.8,0.8,0.14,+0.2,+0.2,276,321,86.0,4638,1268,0,0.3,0.1,-0.3,4,21,4,3,18,258,60,5,0,1,11,55,0,0,0,0,276,5,3,3,2,0,2,50.0,1,5,1,4,2,7,22,0,9,1.63,6,1,0,1,1,0,2,0.36,373,14,103,188,84,5,373,5,1,20.0,4,80.0,222,888,431,12,11,2,4,0,238,19,1,0,0,7,1,2,11,2,3,1,0,0,14,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Álex Moreno,es ESP,DF,Girona,es La Liga,32.0,1993,18,17,1575,17.5,0,2,2,0,0,0,2,0,1.5,1.5,1.3,2.8,0.11,0.16,63,67,81,11,3,27.3,0.63,0.17,0.00,0.00,17.7,0,0,0,1.5,1.5,0.14,-1.5,-1.5,624,778,80.2,9737,3154,2,1.3,1.2,+0.7,8,35,13,2,67,624,151,24,1,2,34,126,1,0,0,0,624,21,13,14,6,1,26,34.6,17,13,7,6,18,39,77,1,25,1.43,16,2,3,3,1,0,4,0.23,979,84,353,377,263,23,979,40,18,45.0,21,52.5,497,3314,1902,63,33,11,26,6,536,81,2,0,0,18,8,5,34,18,13,0,1,0,54,15,9,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Fabio Moreno Fell,de GER,FW,Mainz 05,de Bundesliga,25.0,2000,1,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.09,3,1,5,1,0,0.0,1.18,0.00,0.00,,13.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,12,22,54.5,128,19,0,0.0,0.0,0.0,0,1,0,0,1,22,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,28,0,1,15,12,4,28,1,1,100.0,0,0.0,12,89,57,3,1,2,4,3,21,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33.0,1992,9,7,506,5.6,5,0,5,4,1,1,0,0,2.3,1.5,1.7,3.2,0.71,0.71,14,34,30,14,6,42.9,2.49,1.07,0.29,0.67,16.1,0,1,1,2.3,1.5,0.11,+2.7,+2.5,173,223,77.6,3032,805,0,1.7,1.5,-1.7,15,20,11,0,34,210,10,2,5,3,4,2,0,0,0,0,173,7,3,2,5,0,7,42.9,4,6,1,5,3,10,4,0,24,4.27,21,0,1,1,1,0,3,0.53,281,6,28,139,121,27,280,17,8,47.1,8,47.1,179,938,438,14,12,2,11,4,217,30,0,0,0,5,3,1,4,3,3,1,0,0,19,6,7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Matias Moreno,ar ARG,DF,Levante,es La Liga,22.0,2003,13,12,1035,11.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,0.00,0.04,17,26,1,4,0,0.0,0.35,0.00,0.00,,16.1,0,0,0,0.4,0.4,0.11,-0.4,-0.4,389,456,85.3,7628,2515,0,0.1,0.2,-0.1,2,20,1,0,26,433,20,12,0,1,0,3,0,0,0,0,389,17,13,12,5,0,14,85.7,2,18,11,7,20,37,68,0,6,0.52,5,0,0,1,0,0,1,0.09,605,99,332,253,28,10,605,8,2,25.0,3,37.5,331,2020,1319,17,5,0,3,1,364,1,3,0,0,11,6,2,0,20,13,0,0,0,27,23,19,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,29.0,1996,13,9,812,9.0,0,0,0,0,0,0,2,0,0.7,0.7,0.6,1.3,0.00,0.15,22,32,61,14,2,14.3,1.55,0.22,0.00,0.00,18.7,1,0,0,0.7,0.7,0.05,-0.7,-0.7,199,289,68.9,3172,888,0,0.6,0.3,-0.6,10,18,10,2,32,276,13,6,0,2,27,4,3,0,2,0,199,11,8,2,7,2,18,27.8,13,16,2,14,3,14,12,1,23,2.55,18,2,0,3,0,0,0,0.00,399,12,42,158,206,21,399,29,9,31.0,18,62.1,206,1102,432,22,11,6,17,13,256,61,2,0,0,12,12,1,27,3,8,0,1,0,37,10,9,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Stefano Moreo,it ITA,"FW,MF",Pisa,it Serie A,32.0,1993,19,11,892,9.9,3,1,4,2,1,1,1,0,2.5,1.7,0.8,2.5,0.30,0.33,16,16,37,21,6,28.6,2.12,0.61,0.10,0.33,12.6,0,1,1,2.5,1.7,0.08,+0.5,+0.3,109,207,52.7,1727,585,1,0.8,0.5,+0.2,10,12,5,1,16,204,1,0,2,0,11,0,0,0,0,0,109,8,6,2,2,4,7,28.6,5,11,4,7,6,14,23,0,18,1.82,13,0,0,4,0,1,2,0.20,318,20,61,152,116,38,317,10,5,50.0,5,50.0,145,886,340,16,10,4,24,2,196,37,1,0,0,13,9,4,11,6,6,0,0,0,30,39,30,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Mateu Morey,es ESP,DF,Mallorca,es La Liga,25.0,2000,11,6,446,5.0,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,0.20,0.10,4,17,17,4,1,25.0,0.81,0.20,0.25,1.00,17.3,0,0,0,0.3,0.3,0.08,+0.7,+0.7,129,171,75.4,2550,837,0,0.2,0.2,-0.2,3,16,4,2,17,144,26,1,0,1,7,25,0,0,0,0,129,12,6,7,4,1,13,38.5,8,6,0,6,6,18,12,1,9,1.82,9,0,0,0,0,0,0,0.00,231,16,72,95,66,4,231,6,4,66.7,2,33.3,111,495,205,4,5,0,8,2,121,17,2,0,0,9,7,0,7,6,6,0,0,0,17,3,9,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22.0,2003,18,12,1150,12.8,0,1,1,0,0,0,2,0,0.6,0.6,1.3,1.9,0.08,0.15,12,53,40,10,2,20.0,0.78,0.16,0.00,0.00,24.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,432,503,85.9,6784,1591,1,1.3,1.1,-0.3,10,36,9,0,53,488,11,7,4,3,1,3,1,0,0,0,432,48,20,21,19,8,35,62.9,13,17,2,15,12,60,18,3,25,1.96,21,1,1,2,0,0,4,0.31,663,30,138,370,160,20,663,17,5,29.4,11,64.7,353,1513,653,12,13,3,22,11,476,40,2,0,0,12,27,0,1,12,20,0,0,0,47,10,16,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,27.0,1999,15,12,882,9.8,1,0,1,1,0,0,3,1,0.6,0.6,0.4,1.0,0.10,0.10,11,51,14,4,1,25.0,0.41,0.10,0.25,1.00,16.7,0,0,0,0.6,0.6,0.15,+0.4,+0.4,382,436,87.6,6334,1995,0,0.4,0.8,-0.4,9,50,10,1,51,414,18,12,2,1,2,4,0,0,0,0,382,33,16,13,15,5,24,41.7,14,10,1,9,11,44,14,0,24,2.45,22,1,0,0,1,0,2,0.20,529,32,129,322,90,10,529,6,4,66.7,2,33.3,277,1463,839,11,15,3,9,6,321,14,3,1,1,12,7,0,2,11,16,0,0,0,59,8,5,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Luca Moro,it ITA,FW,Sassuolo,it Serie A,24.0,2001,8,0,91,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,0.00,0.67,1,3,7,2,0,0.0,1.98,0.00,0.00,,11.8,0,0,0,0.2,0.2,0.10,-0.2,-0.2,17,20,85.0,195,42,0,0.5,0.0,-0.5,1,3,0,0,3,19,1,0,0,0,0,0,0,0,0,0,17,3,2,0,2,1,1,100.0,0,1,0,1,1,4,2,0,3,2.97,0,0,0,1,2,0,0,0.00,39,3,5,14,20,6,39,0,0,,0,,23,59,42,1,0,0,8,1,32,7,0,0,0,2,5,1,0,1,2,0,0,0,1,4,7,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27.0,1998,14,11,901,10.0,1,0,1,1,0,0,1,0,0.3,0.3,0.6,0.8,0.10,0.08,11,86,18,6,1,16.7,0.60,0.10,0.17,1.00,26.5,1,0,0,0.3,0.3,0.04,+0.7,+0.7,571,685,83.4,12507,3840,0,0.6,1.1,-0.6,11,92,12,4,86,619,62,38,0,10,32,5,16,5,9,0,571,20,5,4,11,5,17,52.9,8,4,1,3,8,28,24,0,33,3.30,26,6,0,1,0,0,3,0.30,770,19,146,493,136,2,770,9,4,44.4,4,44.4,420,2222,889,11,15,0,8,4,521,18,1,0,0,10,12,0,32,8,5,0,0,0,34,8,8,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,23.0,2002,15,15,1314,14.6,1,1,2,1,0,0,3,1,1.0,1.0,1.4,2.5,0.14,0.17,28,67,11,16,4,25.0,1.10,0.27,0.06,0.25,23.5,4,0,0,1.0,1.0,0.06,0.0,0.0,630,776,81.2,11372,2913,1,1.4,2.3,-0.4,19,50,14,2,67,676,98,43,7,7,68,4,47,30,13,1,630,26,17,9,13,4,16,81.3,3,10,7,3,12,38,23,1,39,2.67,21,12,1,3,1,1,4,0.27,909,47,211,479,231,12,909,11,8,72.7,3,27.3,497,3028,1461,28,23,2,20,8,564,11,3,1,0,23,9,0,68,12,17,0,1,0,68,8,10,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Daren Mosengo,fr FRA,MF,Le Havre,fr Ligue 1,19.0,2006,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,3,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,14,18,77.8,228,96,0,0.0,0.0,0.0,0,1,0,0,3,16,2,2,0,0,0,0,0,0,0,0,14,1,0,1,0,0,2,50.0,1,1,0,1,0,1,1,0,0,0.00,0,0,0,0,0,0,0,0.00,25,2,12,12,1,0,25,0,0,,0,,9,33,8,0,0,0,2,1,10,1,0,0,0,1,1,0,0,0,0,0,0,0,5,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Cristhian Mosquera,es ESP,DF,Arsenal,eng Premier League,21.0,2004,10,4,433,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.00,0.01,8,15,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,296,326,90.8,4987,1378,0,0.1,0.4,-0.1,1,22,1,0,15,313,12,7,1,0,0,5,0,0,0,0,296,11,7,6,4,1,7,85.7,1,3,2,1,6,17,15,0,2,0.42,2,0,0,0,0,0,0,0.00,365,19,155,190,22,4,365,1,0,0.0,1,100.0,247,1283,815,8,7,0,2,0,259,2,1,0,0,1,2,1,0,6,7,0,0,0,16,7,14,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,26.0,1999,14,5,476,5.3,0,2,2,0,0,0,1,0,0.6,0.6,0.4,1.0,0.38,0.19,5,6,31,13,4,30.8,2.46,0.76,0.00,0.00,13.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6,72,103,69.9,805,112,2,0.4,0.3,+1.6,5,1,2,0,6,97,5,0,0,0,2,0,0,0,0,0,72,5,2,0,2,3,7,42.9,4,2,2,0,2,7,6,0,15,2.84,9,0,2,1,2,1,2,0.38,170,7,15,82,74,31,170,15,7,46.7,8,53.3,93,378,138,5,10,3,22,13,114,31,1,0,0,18,4,2,2,2,2,0,0,0,19,14,33,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24.0,2001,12,10,866,9.6,0,0,0,0,0,0,6,0,0.7,0.7,0.3,1.0,0.00,0.10,5,12,7,7,3,42.9,0.73,0.31,0.00,0.00,11.2,0,0,0,0.7,0.7,0.10,-0.7,-0.7,282,360,78.3,5144,1871,0,0.3,0.3,-0.3,6,28,2,2,12,317,43,6,0,1,9,37,0,0,0,0,282,27,14,17,9,1,20,65.0,7,13,6,7,12,39,48,0,12,1.25,8,2,0,1,0,1,1,0.10,493,63,211,233,55,16,493,11,3,27.3,4,36.4,232,894,333,5,2,1,3,3,245,7,6,0,0,14,22,1,9,12,14,0,1,2,40,16,26,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,27.0,1999,16,10,815,9.1,3,0,3,3,0,0,0,0,1.5,1.5,1.1,2.6,0.33,0.28,14,51,48,18,5,27.8,1.99,0.55,0.17,0.60,17.0,1,0,0,1.5,1.5,0.08,+1.5,+1.5,259,342,75.7,4125,1273,0,1.1,1.4,-1.1,13,42,13,0,51,327,15,1,6,5,18,3,10,9,0,0,259,14,8,5,4,5,15,33.3,10,7,0,7,3,17,5,0,25,2.76,20,1,0,1,3,0,0,0.00,424,6,42,212,179,32,424,15,5,33.3,8,53.3,246,1085,491,14,13,7,13,11,297,48,0,0,0,12,9,0,18,3,8,1,0,0,42,5,12,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Samir El Mourabet,ma MAR,MF,Strasbourg,fr Ligue 1,20.0,2005,17,12,996,11.1,0,0,0,0,0,0,2,0,0.3,0.3,0.9,1.1,0.00,0.10,4,59,9,8,0,0.0,0.72,0.00,0.00,,25.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,616,684,90.1,10279,2571,0,0.9,1.0,-0.9,11,45,8,1,59,662,21,15,6,0,7,2,3,1,0,2,616,36,15,6,24,6,25,76.0,6,17,6,11,9,45,7,2,21,1.90,16,2,0,0,2,1,1,0.09,798,28,174,523,107,3,798,16,7,43.8,9,56.3,519,2085,842,4,6,0,12,9,586,9,2,0,0,14,11,1,7,9,15,0,0,0,61,4,9,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Santiago Mouriño,uy URU,DF,Villarreal,es La Liga,23.0,2002,12,12,1055,11.7,0,1,1,0,0,0,6,1,0.3,0.3,0.1,0.3,0.09,0.03,13,38,3,6,0,0.0,0.51,0.00,0.00,,20.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,561,653,85.9,9375,3371,1,0.1,0.3,+0.9,3,44,3,0,38,529,122,27,1,7,5,95,0,0,0,0,561,50,34,30,18,2,59,59.3,24,17,5,12,14,64,51,2,13,1.11,10,0,0,0,2,1,2,0.17,802,57,330,387,94,10,802,8,7,87.5,1,12.5,406,1859,984,13,11,6,13,3,435,3,6,1,1,24,12,1,5,14,34,0,0,0,73,15,8,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Louis Mouton,fr FRA,MF,Angers,fr Ligue 1,23.0,2002,16,14,1052,11.7,1,1,2,1,0,0,0,1,1.7,1.7,2.0,3.7,0.17,0.32,13,35,40,18,5,27.8,1.54,0.43,0.06,0.20,20.9,0,0,0,1.7,1.7,0.09,-0.7,-0.7,293,405,72.3,4409,1173,1,2.0,1.8,-1.0,13,25,12,3,35,384,19,1,6,3,17,1,10,2,7,0,293,23,15,5,12,6,22,31.8,15,9,3,6,4,27,11,0,27,2.31,22,3,0,0,0,2,4,0.34,525,10,79,316,133,17,525,15,3,20.0,12,80.0,282,1188,543,13,7,2,21,17,389,40,0,1,0,11,10,3,17,4,15,0,0,0,34,10,16,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Tarik Muharemovic,ba BIH,DF,Sassuolo,it Serie A,22.0,2003,17,17,1530,17.0,2,2,4,2,0,0,4,0,0.8,0.8,0.8,1.6,0.24,0.10,9,49,2,10,4,40.0,0.59,0.24,0.20,0.50,17.5,0,0,0,0.8,0.8,0.08,+1.2,+1.2,740,891,83.1,14165,5331,2,0.8,0.2,+1.2,4,44,4,0,49,816,67,39,1,10,2,3,0,0,0,0,740,24,10,18,6,0,16,68.8,5,26,17,9,28,52,127,1,12,0.71,8,1,2,1,0,0,2,0.12,1125,194,634,453,47,10,1125,8,4,50.0,3,37.5,582,3105,1585,9,10,1,4,1,674,2,4,0,0,15,14,0,2,28,10,0,0,2,54,40,22,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Miro Muheim,ch SUI,"MF,DF",Hamburger SV,de Bundesliga,27.0,1998,16,15,1373,15.3,0,4,4,0,0,0,2,0,0.7,0.6,3.1,3.7,0.26,0.25,40,89,35,15,4,26.7,0.98,0.26,0.00,0.00,23.1,2,0,0,0.7,0.6,0.04,-0.7,-0.6,628,859,73.1,11851,4543,4,3.1,2.9,+0.9,29,69,18,12,89,667,187,39,1,11,84,121,26,24,0,0,628,31,13,17,12,2,38,52.6,18,20,2,18,17,48,39,1,54,3.54,34,16,2,1,1,0,6,0.39,1018,37,333,470,228,15,1018,21,15,71.4,5,23.8,522,2697,1483,40,22,3,13,8,552,35,2,0,0,23,27,1,84,17,13,0,0,0,86,6,10,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Divine Mukasa,eng ENG,MF,Manchester City,eng Premier League,18.0,2007,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.62,1,3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,16,17,94.1,205,38,0,0.1,0.2,-0.1,1,1,1,0,3,17,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,5.63,1,0,0,0,0,0,0,0.00,17,0,2,5,11,0,17,0,0,,0,,15,73,40,1,2,0,0,1,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Ngal'Ayel Mukau,cd COD,"MF,FW",Lille,fr Ligue 1,21.0,2004,13,5,490,5.4,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,0.18,0.24,8,21,18,7,2,28.6,1.29,0.37,0.14,0.50,14.7,0,0,0,1.2,1.2,0.17,-0.2,-0.2,175,194,90.2,2803,485,0,0.1,0.2,-0.1,4,15,1,0,21,189,4,1,1,2,1,0,0,0,0,0,175,8,4,2,5,1,10,50.0,5,7,0,7,2,10,2,0,16,2.94,11,0,1,1,3,0,0,0.00,240,3,33,129,85,12,240,7,3,42.9,3,42.9,145,688,333,8,6,2,7,2,174,18,1,0,0,10,5,2,1,2,4,0,0,0,23,2,9,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Nordan Mukiele,fr FRA,MF,Rennes,fr Ligue 1,19.0,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.00,0.67,0,0,4,2,0,0.0,6.21,0.00,0.00,,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,10,12,83.3,124,20,0,0.1,0.0,-0.1,1,1,0,0,0,12,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2,6.21,1,0,1,0,0,0,0,0.00,22,0,3,9,10,2,22,2,1,50.0,1,50.0,16,79,21,0,1,0,2,2,17,4,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Nordi Mukiele,fr FRA,DF,Sunderland,eng Premier League,28.0,1997,19,19,1710,19.0,1,1,2,1,0,0,3,0,0.7,0.7,1.1,1.8,0.11,0.09,12,56,50,9,2,22.2,0.47,0.11,0.11,0.50,13.2,0,0,0,0.7,0.7,0.08,+0.3,+0.3,626,908,68.9,11235,4592,1,1.1,1.2,-0.1,12,49,6,3,56,701,202,11,2,2,29,161,0,0,0,0,626,47,30,21,21,5,34,70.6,10,16,7,9,28,75,117,3,36,1.89,23,9,0,1,1,2,2,0.11,1168,141,448,480,251,27,1168,15,5,33.3,7,46.7,519,2718,1453,12,14,2,22,7,534,50,3,0,0,18,16,1,29,28,30,0,0,1,82,54,32,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Romaine Mundle,eng ENG,"FW,MF",Sunderland,eng Premier League,22.0,2003,8,0,178,2.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,0.00,0.23,8,4,15,5,2,40.0,2.53,1.01,0.00,0.00,17.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4,30,39,76.9,453,121,0,0.0,0.2,0.0,1,3,1,0,4,38,1,0,0,0,5,0,1,0,0,0,30,2,2,0,0,2,6,33.3,4,2,0,2,1,3,6,0,3,1.52,1,0,1,0,1,0,0,0.00,79,1,15,25,40,8,79,8,4,50.0,4,50.0,43,306,176,8,2,2,11,3,48,15,1,0,0,3,4,0,5,1,2,0,0,0,10,4,2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,29.0,1996,13,9,875,9.7,1,1,2,1,0,0,2,0,1.6,1.6,0.5,2.1,0.21,0.22,11,18,37,14,6,42.9,1.44,0.62,0.07,0.17,14.1,0,0,0,1.6,1.6,0.12,-0.6,-0.6,110,184,59.8,1761,588,1,0.5,0.4,+0.5,3,16,3,2,18,182,1,0,0,0,14,0,0,0,0,0,110,21,12,11,6,4,19,52.6,9,12,2,10,7,28,30,0,10,1.03,9,0,0,0,0,1,2,0.21,312,30,72,125,120,35,312,10,5,50.0,4,40.0,112,593,312,11,11,1,22,11,161,37,2,0,0,19,10,4,14,7,12,0,0,0,20,29,34,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24.0,2001,7,4,352,3.9,1,1,2,1,0,0,1,0,1.0,1.0,0.3,1.3,0.51,0.33,0,2,11,10,3,30.0,2.56,0.77,0.10,0.33,10.7,0,0,0,1.0,1.0,0.10,0.0,0.0,12,38,31.6,192,58,1,0.3,0.0,+0.7,4,2,1,0,2,38,0,0,0,1,0,0,0,0,0,0,12,3,1,0,2,1,0,,0,3,0,3,0,3,9,0,3,0.77,2,0,0,0,1,0,1,0.26,101,10,10,49,43,18,101,8,3,37.5,5,62.5,49,110,33,0,1,0,20,4,71,11,1,0,0,9,6,3,0,0,1,0,0,1,7,19,23,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,28.0,1997,12,5,478,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,0.00,0.06,6,19,19,3,0,0.0,0.56,0.00,0.00,,22.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,175,230,76.1,2964,1146,0,0.2,0.2,-0.2,2,19,3,2,19,188,39,1,1,1,12,38,0,0,0,0,175,18,10,5,9,4,26,53.8,12,4,0,4,4,22,22,0,4,0.75,2,1,0,0,0,1,0,0.00,301,15,96,130,77,3,301,8,2,25.0,6,75.0,138,518,237,6,2,1,7,2,161,19,1,0,0,4,3,0,12,4,10,0,0,0,19,5,5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,eng Premier League,29.0,1996,14,14,1259,14.0,3,2,5,3,0,0,4,0,1.8,1.8,2.5,4.3,0.36,0.31,21,29,75,15,8,53.3,1.07,0.57,0.20,0.38,13.2,0,0,0,1.8,1.8,0.12,+1.2,+1.2,358,489,73.2,5849,2037,2,2.5,2.0,-0.5,7,17,15,5,29,414,73,4,1,1,32,69,0,0,0,0,358,33,19,15,15,3,25,48.0,13,19,1,18,16,49,60,0,24,1.72,19,1,0,2,2,0,4,0.29,675,44,219,257,206,42,675,11,1,9.1,8,72.7,271,1289,591,21,10,5,17,2,326,75,4,0,0,17,10,5,32,16,19,0,0,0,54,29,28,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
